id	topic	doc	weight
14	15	The customer is concerned about a high electricity bill of 400 AED within 10 days despite having paid the deposit and activation fee.	1.0
95	15	The customer paid their bill but still sees it as unpaid, indicating a possible issue with consumption verification.	1.0
107	15	The customer is experiencing issues with billing, specifically with unexpected charges and discrepancies in the amounts deducted. The conversation ends without a clear resolution, indicating dissatisfaction.	1.0
111	15	The customer is unhappy with the high electric bill received.	1.0
114	15	The customer is concerned about consistently high electricity bills and suspects a meter fault.	1.0
124	15	The customer is frustrated with a charge of 500 AED related to electricity billing, which they believe is incorrect. They have paid their bill but are confused about the additional charge and feel the issue is unresolved.	1.0
142	15	The customer is concerned about a bill received for a property that is not rented and questions the source of the charge.	1.0
143	15	The customer is dissatisfied with billing discrepancies and seeks clarification on charges for May. They request cancellation of an inspection scheduled for May 8th due to a resolved issue.	1.0
146	15	Emily is concerned about a high bill despite being away for half the month and seeks clarification on potential issues with consumption or billing errors.	1.0
148	15	The customer is concerned about a significant discrepancy in their electricity bill and seeks verification of consumption. They did not receive any prior notification or email about high consumption, and the issue remains unresolved.	1.000004529953003
26	16	The customer is confused about the billing amounts and suspects a payment issue, as the latest bill is higher than expected. They plan to check their bank account to verify payment status.	1.000000238418579
11	17	The customer is confused about an electricity bill for an empty house and is shocked by the charges. They seek clarification on the bill and whether electricity is being used.	1.0
117	18	The customer is concerned about receiving a bill for a warehouse that has not been active, questioning the charges and seeking clarification on the account status.	1.0
87	19	The customer is concerned about a high bill and potential errors, seeking clarification and resolution.	1.0
123	19	The customer is frustrated with a high bill and unresolved issues despite technician checks, seeking a solution and fearing disconnection.	1.0
64	20	The customer is unhappy with high invoice amounts for the past two months and seeks clarification.	1.0
81	20	The customer wants to submit a complaint regarding unexpected electricity or water consumption patterns.	1.0000001192092896
0	21	The customer is dissatisfied with the high bill amount, considering their low usage of electricity and water.	1.0000001192092896
3	21	The customer is unhappy with the unexpected increase in their electricity bill and seeks clarification on the charges.	1.0
4	21	The customer is frustrated with the increasing electricity bill despite consistent usage and seeks an explanation or resolution.	1.0000001192092896
5	21	The customer is concerned about a high bill amount despite no consumption and seeks clarification on the charges.	1.0
6	21	The customer has an issue with their bill and seeks consumption verification for unexpected patterns in electricity or water usage.	1.0
8	21	The customer is frustrated with high electricity bills despite minimal usage and seeks clarification on charges.	1.0
12	21	The customer is concerned about a significant increase in their electricity bill despite consistent usage patterns and seeks clarification.	1.0
22	21	The customer is concerned about a significant increase in their bill and seeks verification of consumption levels.	1.0
28	21	The customer is concerned about a significantly higher bill despite being away, and seeks clarification on the charges.	1.0
30	21	The customer is confused about additional charges on their bill and seeks clarification on monthly payments and water consumption fees.	1.0
31	21	The customer is unhappy with a high electricity bill and seeks clarification on the charges.	1.0
32	21	The customer is concerned about a high DEWA bill and seeks clarification on potential reasons for increased charges.	1.0
37	21	The customer is concerned about a significant increase in their DEWA bill compared to the previous installment.	1.0
41	21	The customer is concerned about unexpectedly high electricity consumption despite not being at home and seeks guidance on verifying this issue.	1.0
42	21	The customer is concerned about unexpectedly high electricity or water bills and seeks verification of consumption levels.	1.0
43	21	The customer is concerned about an unexpected increase in consumption charges despite no leaks in the apartment and seeks a solution.	1.0
44	21	The customer is unhappy with a high DEWA bill and seeks clarification on the reasons behind it.	1.0000001192092896
47	21	The customer is concerned about the high bill value and seeks verification of consumption levels.	1.0
50	21	The customer is frustrated with high electricity bills despite no one being at home, and seeks verification of consumption.	1.0000001192092896
53	21	The customer is concerned about the increasing monthly bill and seeks verification of consumption levels.	1.0
58	21	The customer is frustrated with increased bills despite being alone at home.	1.0
66	21	The customer is concerned about a high electricity bill despite being new to the residence and seeks clarification on the account details.	1.000000238418579
67	21	The customer is concerned about a significant increase in their electricity bill despite similar consumption levels, and seeks clarification.	1.0
72	21	The customer is concerned about a significant increase in their electricity bill for May, despite being cautious with usage.	1.0
73	21	The customer is concerned about a sudden increase in their DEWA bill and seeks clarification on the reasons behind it.	1.0
78	21	The customer is concerned about a high bill in May despite no occupancy and seeks verification.	1.0
82	21	The customer is concerned about unexpected monthly charges on their electricity bill despite not residing in the apartment, and seeks clarification on the billing process.	1.0000001192092896
89	21	The customer is unhappy with an unexpected increase in their bill and seeks verification of consumption.	1.0
91	21	The customer is concerned about high bills despite no one being at home and seeks verification of consumption levels.	1.0
94	21	The customer is concerned about unexpectedly high electricity and water bills despite not being in their apartment.	1.0
106	21	The customer is concerned about a significant increase in their electricity bill and seeks clarification on the charges, including municipal fees.	1.0
132	21	The customer is concerned about an unexpected increase in their DEWA water bill and seeks verification of consumption.	1.0
134	21	The customer is concerned about a high bill and seeks verification of consumption levels.	1.0
135	21	The customer is concerned about an unexpectedly high bill and seeks verification of consumption levels.	1.0
137	21	The customer is concerned about a sudden increase in their bill and seeks verification of consumption.	1.0
138	21	The customer is concerned about unexpectedly high electricity or water bills and seeks verification of consumption levels.	1.0
139	21	The customer is concerned about unexpectedly high bills and seeks verification of consumption levels.	1.0
140	21	The customer is concerned about unexpectedly high electricity consumption despite low usage.	1.0
141	21	The customer is frustrated with a sudden increase in their monthly bill despite regular payments.	1.0000001192092896
149	21	The customer is frustrated with unexpected high utility bills despite being away from home, and seeks clarification on charges.	1.0
151	21	The customer is concerned about a higher bill and seeks verification of consumption levels.	1.0
153	21	The customer is confused about a sudden increase in their bill amount and seeks clarification.	1.0
156	21	The customer is concerned about an unexpected increase in their electricity or water bill and seeks verification of consumption.	1.0
157	21	The customer is concerned about a significant increase in their electricity bill compared to previous months and seeks clarification on the account details and consumption verification.	1.0
159	21	The customer is frustrated with increasing monthly bills despite minimal usage and seeks clarification on the charges.	1.0
160	21	The customer is concerned about a high DEWA bill and seeks verification options.	1.0
164	21	The customer is concerned about higher than usual bills and seeks clarification.	1.0
167	21	The customer is concerned about a significant increase in their bill despite similar usage and seeks verification of consumption.	1.0
169	21	The customer is concerned about a significant increase in their electricity bill and seeks clarification on the charges.	1.0
173	21	The customer is concerned about a high DEWA bill in March compared to February and seeks verification of consumption.	1.0000001192092896
176	21	The customer is concerned about unexpectedly high electricity or water bills and seeks verification of consumption levels.	1.0
177	21	The customer is concerned about a high bill and seeks verification of consumption levels.	1.0
127	22	The customer is concerned about their increasing DEWA bill, which is higher than their neighbors despite having only two adults in the household.	1.000000238418579
24	24	The customer is confused and frustrated about an unusually high bill and seeks clarification on the charges.	1.0
174	24	The customer is concerned about an unusually high bill for a two-bedroom house and seeks clarification on the charges.	1.0
102	25	The customer is unhappy about being charged for more electricity and water than used and seeks resolution.	1.0
110	25	The customer is concerned about being charged more than expected for water and electricity consumption after renovations, and seeks clarification on the billing discrepancy.	1.0
10	27	The customer is concerned about a significant increase in their electricity bill from January to June and seeks an explanation for the surge.	1.0
16	27	The customer is concerned about a significant increase in their June electricity bill.	1.0
75	28	The customer is concerned about a significant increase in their electricity bill and requests verification of consumption. They provide their account number and mobile number for follow-up.	0.9999998211860657
168	29	The customer is frustrated with receiving a high bill for April after paying the March bill, indicating a possible error in billing or consumption verification.	1.0000003576278687
133	30	The customer is unhappy with the unexpected increase in their bill amount, which is usually between 300-400 AED but was 704 AED this month.	1.0
2	32	The customer is unhappy with a high bill despite paying the previous invoice and seeks verification of consumption.	1.0
150	32	The customer is unhappy with high electricity charges and seeks clarification on billing discrepancies.	1.0
33	33	The customer is unhappy with unexpected electricity and water consumption patterns and seeks to raise a complaint.	1.0
23	34	The customer is concerned about a high DEWA bill and wants to verify if there are multiple accounts or meters.	1.0
38	34	The customer is unhappy with the unresolved bill complaint and requests direct contact with DEWA.	1.0
63	34	The customer is frustrated with billing issues and feels wrongly charged for electricity during his absence. He believes the company should bear responsibility for the charges incurred due to service disconnection.	1.0
77	34	The customer is concerned about receiving a high bill compared to previous months and other flats, seeking clarification on the charges.	1.0
90	34	The customer is frustrated with the DEWA app showing an inactive account while the active account is not visible, and is concerned about high electricity charges.	1.0
147	34	The customer is concerned about an unexpected increase in their bill despite being away and not using services. They are confused about the fixed charges and additional fees.	1.0
175	34	The customer is frustrated with a billing issue, claiming an incorrect charge and disconnection despite payment. They have been trying to resolve the issue through multiple channels without success.	1.0
122	35	The customer is concerned about a sudden increase in their electricity bill and suspects an issue with the meter reading. They request a meter inspection and are informed of the associated charges.	0.9999998211860657
155	35	The customer is concerned about a high electricity bill and suspects a meter issue. They request a technician to check the meter and are informed about potential charges for the service.	1.0000258684158325
51	36	The customer is unhappy with the billing discrepancies and seeks clarification on the monthly electricity bill amount and discounts applied.	1.0
145	36	The customer is dissatisfied with high municipality charges compared to actual consumption.	1.0
171	36	The customer is unhappy with the electricity consumption charges, claiming minimal usage and questioning the billing accuracy.	1.0
152	37	The customer is unhappy with unexpectedly high bills over the past two months, despite consistent usage. They suspect an issue with their account and seek clarification.	1.0
69	39	The customer is frustrated due to incorrect email address in the portal, missing bill notifications, and higher than expected electricity bill.	1.0
